State,County,Date,Ozone
Alaska,Butte,2020/2/28,-999.0
Alaska,Palmer,2020/2/28,-999.0
Alaska,Wasilla,2020/2/28,-999.0
Alaska,Anchorage,2020/2/29,-999.0
Alaska,Eagle River,2020/2/29,-999.0
Alaska,Bethel,2020/2/29,-999.0
Alaska,Fairbanks,2020/2/29,9.0
Alaska,North Pole,2020/2/29,-999.0
Alaska,Juneau,2020/2/29,-999.0
Alaska,Soldonta,2020/2/29,-999.0
Alaska,Butte,2020/2/29,-999.0
Alaska,Palmer,2020/2/29,-999.0
Alaska,Wasilla,2020/2/29,-999.0
Alaska,Anchorage,2020/3/1,-999.0
Alaska,Eagle River,2020/3/1,-999.0
Alaska,Bethel,2020/3/1,-999.0
Alaska,Fairbanks,2020/3/1,28.0
Alaska,North Pole,2020/3/1,-999.0
Alaska,Juneau,2020/3/1,-999.0
Alaska,Soldonta,2020/3/1,-999.0
Alaska,Butte,2020/3/1,-999.0
Alaska,Palmer,2020/3/1,-999.0
Alaska,Wasilla,2020/3/1,-999.0
Alaska,Anchorage,2020/3/2,-999.0
Alaska,Eagle River,2020/3/2,-999.0
Alaska,Bethel,2020/3/2,-999.0
Alaska,Fairbanks,2020/3/2,30.0
Alaska,North Pole,2020/3/2,-999.0
Alaska,Juneau,2020/3/2,-999.0
Alaska,Soldonta,2020/3/2,-999.0
Alaska,Butte,2020/3/2,-999.0
Alaska,Palmer,2020/3/2,-999.0
Alaska,Wasilla,2020/3/2,-999.0
Alaska,Anchorage,2020/3/3,-999.0
Alaska,Eagle River,2020/3/3,-999.0
Alaska,Bethel,2020/3/3,-999.0
Alaska,Fairbanks,2020/3/3,22.0
Alaska,North Pole,2020/3/3,-999.0
Alaska,Juneau,2020/3/3,-999.0
Alaska,Soldonta,2020/3/3,-999.0
Alaska,Butte,2020/3/3,-999.0
Alaska,Palmer,2020/3/3,-999.0
Alaska,Wasilla,2020/3/3,-999.0
Alaska,Anchorage,2020/3/4,-999.0
Alaska,Eagle River,2020/3/4,-999.0
Alaska,Bethel,2020/3/4,-999.0
Alaska,Fairbanks,2020/3/4,19.0
Alaska,North Pole,2020/3/4,-999.0
Alaska,Juneau,2020/3/4,-999.0
Alaska,Soldonta,2020/3/4,-999.0
Alaska,Butte,2020/3/4,-999.0
Alaska,Palmer,2020/3/4,-999.0
Alaska,Wasilla,2020/3/4,-999.0
Alaska,Anchorage,2020/3/5,-999.0
Alaska,Eagle River,2020/3/5,-999.0
Alaska,Bethel,2020/3/5,-999.0
Alaska,Fairbanks,2020/3/5,13.0
Alaska,North Pole,2020/3/5,-999.0
Alaska,Juneau,2020/3/5,-999.0
Alaska,Soldonta,2020/3/5,-999.0
Alaska,Butte,2020/3/5,-999.0
Alaska,Palmer,2020/3/5,-999.0
Alaska,Wasilla,2020/3/5,-999.0
Alaska,Anchorage,2020/3/6,-999.0
Alaska,Eagle River,2020/3/6,-999.0
Alaska,Bethel,2020/3/6,-999.0
Alaska,Fairbanks,2020/3/6,11.0
Alaska,North Pole,2020/3/6,-999.0
Alaska,Juneau,2020/3/6,-999.0
Alaska,Soldonta,2020/3/6,-999.0
Alaska,Butte,2020/3/6,-999.0
Alaska,Palmer,2020/3/6,-999.0
Alaska,Wasilla,2020/3/6,-999.0
Alaska,Anchorage,2020/3/7,-999.0
Alaska,Eagle River,2020/3/7,-999.0
Alaska,Bethel,2020/3/7,-999.0
Alaska,Fairbanks,2020/3/7,23.0
Alaska,North Pole,2020/3/7,-999.0
Alaska,Juneau,2020/3/7,-999.0
Alaska,Soldonta,2020/3/7,-999.0
Alaska,Butte,2020/3/7,-999.0
Alaska,Palmer,2020/3/7,-999.0
Alaska,Wasilla,2020/3/7,-999.0
Alaska,Anchorage,2020/3/8,-999.0
Alaska,Eagle River,2020/3/8,-999.0
Alaska,Bethel,2020/3/8,-999.0
Alaska,Fairbanks,2020/3/8,27.0
Alaska,North Pole,2020/3/8,-999.0
Alaska,Juneau,2020/3/8,-999.0
Alaska,Soldonta,2020/3/8,-999.0
Alaska,Butte,2020/3/8,-999.0
Alaska,Palmer,2020/3/8,-999.0
Alaska,Wasilla,2020/3/8,-999.0
Alaska,Anchorage,2020/3/9,-999.0
Alaska,Eagle River,2020/3/9,-999.0
Alaska,Bethel,2020/3/9,-999.0
Alaska,Fairbanks,2020/3/9,27.0
Alaska,North Pole,2020/3/9,-999.0
Alaska,Juneau,2020/3/9,-999.0
Alaska,Soldonta,2020/3/9,-999.0
Alaska,Butte,2020/3/9,-999.0
Alaska,Palmer,2020/3/9,-999.0
Alaska,Wasilla,2020/3/9,-999.0
Alaska,Anchorage,2020/3/10,-999.0
Alaska,Eagle River,2020/3/10,-999.0
Alaska,Bethel,2020/3/10,-999.0
Alaska,Fairbanks,2020/3/10,31.0
Alaska,North Pole,2020/3/10,-999.0
Alaska,Juneau,2020/3/10,-999.0
Alaska,Soldonta,2020/3/10,-999.0
Alaska,Butte,2020/3/10,-999.0
Alaska,Palmer,2020/3/10,-999.0
Alaska,Wasilla,2020/3/10,-999.0
Alaska,Anchorage,2020/3/11,-999.0
Alaska,Eagle River,2020/3/11,-999.0
Alaska,Bethel,2020/3/11,-999.0
Alaska,Fairbanks,2020/3/11,24.0
Alaska,North Pole,2020/3/11,-999.0
Alaska,Juneau,2020/3/11,-999.0
Alaska,Soldonta,2020/3/11,-999.0
Alaska,Butte,2020/3/11,-999.0
Alaska,Palmer,2020/3/11,-999.0
Alaska,Wasilla,2020/3/11,-999.0
Alaska,Anchorage,2020/3/12,-999.0
Alaska,Eagle River,2020/3/12,-999.0
Alaska,Bethel,2020/3/12,-999.0
Alaska,Fairbanks,2020/3/12,21.0
Alaska,North Pole,2020/3/12,-999.0
Alaska,Juneau,2020/3/12,-999.0
Alaska,Soldonta,2020/3/12,-999.0
Alaska,Butte,2020/3/12,-999.0
Alaska,Palmer,2020/3/12,-999.0
Alaska,Wasilla,2020/3/12,-999.0
Alaska,Anchorage,2020/3/13,-999.0
Alaska,Eagle River,2020/3/13,-999.0
Alaska,Bethel,2020/3/13,-999.0
Alaska,Fairbanks,2020/3/13,23.0
Alaska,North Pole,2020/3/13,-999.0
Alaska,Juneau,2020/3/13,-999.0
Alaska,Soldonta,2020/3/13,-999.0
Alaska,Butte,2020/3/13,-999.0
Alaska,Palmer,2020/3/13,-999.0
Alaska,Wasilla,2020/3/13,-999.0
Alaska,Anchorage,2020/3/14,-999.0
Alaska,Eagle River,2020/3/14,-999.0
Alaska,Bethel,2020/3/14,-999.0
Alaska,Fairbanks,2020/3/14,20.0
Alaska,North Pole,2020/3/14,-999.0
Alaska,Juneau,2020/3/14,-999.0
Alaska,Soldonta,2020/3/14,-999.0
Alaska,Butte,2020/3/14,-999.0
Alaska,Palmer,2020/3/14,-999.0
Alaska,Wasilla,2020/3/14,-999.0
Alaska,Anchorage,2020/3/15,-999.0
Alaska,Eagle River,2020/3/15,-999.0
Alaska,Bethel,2020/3/15,-999.0
Alaska,Fairbanks,2020/3/15,35.0
Alaska,North Pole,2020/3/15,-999.0
Alaska,Juneau,2020/3/15,-999.0
Alaska,Soldonta,2020/3/15,-999.0
Alaska,Butte,2020/3/15,-999.0
Alaska,Palmer,2020/3/15,-999.0
Alaska,Wasilla,2020/3/15,-999.0
Alaska,Anchorage,2020/3/16,-999.0
Alaska,Eagle River,2020/3/16,-999.0
Alaska,Bethel,2020/3/16,-999.0
Alaska,Fairbanks,2020/3/16,35.0
Alaska,North Pole,2020/3/16,-999.0
Alaska,Juneau,2020/3/16,-999.0
Alaska,Soldonta,2020/3/16,-999.0
Alaska,Butte,2020/3/16,-999.0
Alaska,Palmer,2020/3/16,-999.0
Alaska,Wasilla,2020/3/16,-999.0
Alaska,Anchorage,2020/3/17,-999.0
Alaska,Eagle River,2020/3/17,-999.0
Alaska,Bethel,2020/3/17,-999.0
Alaska,Fairbanks,2020/3/17,25.0
Alaska,North Pole,2020/3/17,-999.0
Alaska,Juneau,2020/3/17,-999.0
Alaska,Soldonta,2020/3/17,-999.0
Alaska,Butte,2020/3/17,-999.0
Alaska,Palmer,2020/3/17,-999.0
Alaska,Wasilla,2020/3/17,-999.0
Alaska,Anchorage,2020/3/18,-999.0
Alaska,Eagle River,2020/3/18,-999.0
Alaska,Bethel,2020/3/18,-999.0
Alaska,Fairbanks,2020/3/18,31.0
Alaska,North Pole,2020/3/18,-999.0
Alaska,Juneau,2020/3/18,-999.0
Alaska,Soldonta,2020/3/18,-999.0
Alaska,Butte,2020/3/18,-999.0
Alaska,Palmer,2020/3/18,-999.0
Alaska,Wasilla,2020/3/18,-999.0
Alaska,Anchorage,2020/3/19,-999.0
Alaska,Eagle River,2020/3/19,-999.0
Alaska,Bethel,2020/3/19,-999.0
Alaska,Fairbanks,2020/3/19,33.0
Alaska,North Pole,2020/3/19,-999.0
Alaska,Juneau,2020/3/19,-999.0
Alaska,Soldonta,2020/3/19,-999.0
Alaska,Butte,2020/3/19,-999.0
Alaska,Palmer,2020/3/19,-999.0
Alaska,Wasilla,2020/3/19,-999.0
Alaska,Anchorage,2020/3/20,-999.0
Alaska,Eagle River,2020/3/20,-999.0
Alaska,Bethel,2020/3/20,-999.0
Alaska,Fairbanks,2020/3/20,36.0
Alaska,North Pole,2020/3/20,-999.0
Alaska,Juneau,2020/3/20,-999.0
Alaska,Soldonta,2020/3/20,-999.0
Alaska,Butte,2020/3/20,-999.0
Alaska,Palmer,2020/3/20,-999.0
Alaska,Wasilla,2020/3/20,-999.0
Alaska,Anchorage,2020/3/21,-999.0
Alaska,Eagle River,2020/3/21,-999.0
Alaska,Bethel,2020/3/21,-999.0
Alaska,Fairbanks,2020/3/21,34.0
Alaska,North Pole,2020/3/21,-999.0
Alaska,Juneau,2020/3/21,-999.0
Alaska,Soldonta,2020/3/21,-999.0
Alaska,Butte,2020/3/21,-999.0
Alaska,Palmer,2020/3/21,-999.0
Alaska,Wasilla,2020/3/21,-999.0
Alaska,Anchorage,2020/3/22,-999.0
Alaska,Eagle River,2020/3/22,-999.0
Alaska,Bethel,2020/3/22,-999.0
Alaska,Fairbanks,2020/3/22,-999.0
Alaska,North Pole,2020/3/22,-999.0
Alaska,Juneau,2020/3/22,-999.0
Alaska,Soldonta,2020/3/22,-999.0
Alaska,Butte,2020/3/22,-999.0
Alaska,Palmer,2020/3/22,-999.0
Alaska,Wasilla,2020/3/22,-999.0
Alaska,Anchorage,2020/3/23,-999.0
Alaska,Eagle River,2020/3/23,-999.0
Alaska,Bethel,2020/3/23,-999.0
Alaska,Fairbanks,2020/3/23,-999.0
Alaska,North Pole,2020/3/23,-999.0
Alaska,Juneau,2020/3/23,-999.0
Alaska,Soldonta,2020/3/23,-999.0
Alaska,Butte,2020/3/23,-999.0
Alaska,Palmer,2020/3/23,-999.0
Alaska,Wasilla,2020/3/23,-999.0
Alaska,Anchorage,2020/3/24,-999.0
Alaska,Eagle River,2020/3/24,-999.0
Alaska,Bethel,2020/3/24,-999.0
Alaska,Fairbanks,2020/3/24,40.0
Alaska,North Pole,2020/3/24,-999.0
Alaska,Juneau,2020/3/24,-999.0
Alaska,Soldonta,2020/3/24,-999.0
Alaska,Butte,2020/3/24,-999.0
Alaska,Palmer,2020/3/24,-999.0
Alaska,Wasilla,2020/3/24,-999.0
Alaska,Anchorage,2020/3/25,-999.0
Alaska,Eagle River,2020/3/25,-999.0
Alaska,Bethel,2020/3/25,-999.0
Alaska,Fairbanks,2020/3/25,35.0
Alaska,North Pole,2020/3/25,-999.0
Alaska,Juneau,2020/3/25,-999.0
Alaska,Soldonta,2020/3/25,-999.0
Alaska,Butte,2020/3/25,-999.0
Alaska,Palmer,2020/3/25,-999.0
Alaska,Wasilla,2020/3/25,-999.0
Alaska,Anchorage,2020/3/26,-999.0
Alaska,Eagle River,2020/3/26,-999.0
Alaska,Bethel,2020/3/26,-999.0
Alaska,Fairbanks,2020/3/26,-999.0
